,AU1_r,AU2_r,AU3_r,AU4_r,AU5_r,TI_r,TY,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,TI,JO,VL,IS,SN,DO,SP,EP
0,"Brislin, R. W.","Segall, M. H.",,,,Cross-Cultural Research: The Role of Culture in Understanding Human Behavior,JOUR,"Merryfield, Merry M.",,,,,,,,,,The challenge of cross-cultural evaluation: Some views from the field,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1381,3,17
1,,,,,,Bonds Without Bondage: Explorations in Transcultural Interactions,JOUR,"Merryfield, Merry M.",,,,,,,,,,The challenge of cross-cultural evaluation: Some views from the field,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1381,3,17
2,,,,,,Program Evaluation,JOUR,"Conner, Ross F.",,,,,,,,,,International and domestic evaluation: Comparisons and insights,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1382,19,28
3,"Campbell, D. T.","Stanley, J. C.",,,,Experimental and Quasi-Experimental Designs for Research,JOUR,"Conner, Ross F.",,,,,,,,,,International and domestic evaluation: Comparisons and insights,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1382,19,28
4,Conner. R. F.,"Altman, D. J.",,,,Making Kids Healthier: An Evaluation of the Orange County Boys Club Health Project,JOUR,"Conner, Ross F.",,,,,,,,,,International and domestic evaluation: Comparisons and insights,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1382,19,28
5,"Cook, T. D.","Gruder, C. L.",,,,Metaevaluation Research,JOUR,"Conner, Ross F.",,,,,,,,,,International and domestic evaluation: Comparisons and insights,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1382,19,28
6,,,,,,,JOUR,"Conner, Ross F.",,,,,,,,,,International and domestic evaluation: Comparisons and insights,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1382,19,28
7,"Rossi, P. H.","Freeman, H. E.",,,,Evaluation: A Systematic Approach,JOUR,"Conner, Ross F.",,,,,,,,,,International and domestic evaluation: Comparisons and insights,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1382,19,28
8,"Suchman, E.",,,,,Evaluative Research,JOUR,"Conner, Ross F.",,,,,,,,,,International and domestic evaluation: Comparisons and insights,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1382,19,28
9,"Cuthbert, M.",,,,,An Application of the Utilization-Focused Approach to Evaluation,JOUR,"Cuthbert, Marlene",,,,,,,,,,Evaluation encounters in Third World settings: A Caribbean perspective,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1383,29,35
10,"Myrdal, G.",,,,,Objetivitetsproblemet i Samhallsforskningen (Objectivity in Social Research),JOUR,"Cuthbert, Marlene",,,,,,,,,,Evaluation encounters in Third World settings: A Caribbean perspective,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1383,29,35
11,"Patton, M. Q.",,,,,Utilization-Focused Evaluation,JOUR,"Cuthbert, Marlene",,,,,,,,,,Evaluation encounters in Third World settings: A Caribbean perspective,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1383,29,35
12,"Patton, M. Q.",,,,,Qualitative Evaluation Methods,JOUR,"Cuthbert, Marlene",,,,,,,,,,Evaluation encounters in Third World settings: A Caribbean perspective,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1383,29,35
13,"Patton, M. Q.",,,,,Creative Evaluation,JOUR,"Cuthbert, Marlene",,,,,,,,,,Evaluation encounters in Third World settings: A Caribbean perspective,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1383,29,35
14,"Patton, M. Q.",,,,,Practical Evaluation,JOUR,"Cuthbert, Marlene",,,,,,,,,,Evaluation encounters in Third World settings: A Caribbean perspective,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1383,29,35
15,"Paulston, R. G.",,,,,,JOUR,"Cuthbert, Marlene",,,,,,,,,,Evaluation encounters in Third World settings: A Caribbean perspective,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1383,29,35
16,"Bierman, M.","Hoi, P.","Verdenius, J.",,,Over wegen en overwegen,JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
17,,,,,,Handboek beleidsevaluatie: Een multidisciplinaire benadering,JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
18,"Boorsma, P. B.",,,,,Naar de versoberingsstaat: Rooien en snoeien in de verzorgingsstaat,JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
19,"Boorsma, P. B.",,,,,Sanering in de collectieve sector,JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
20,"Bressers, J. T. A.",,,,,Beleidseffektiviteit en waterkwaliteitsbeleid: Een bestuurskundig onderzoek,JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
21,"Coumans, P. A. H. H.",,,,,Gemeentelijk inkomsten -en reinigingsbeleid: Verslag van een vergelijkend onderzoek,JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
22,,,,,,Drugs en beleid,JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
23,"Derksen, W.",,,,,Succes en falen van overheidsbeleid,JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
24,"Drost, T. R.",,,,,Te lage aangifte van de inkomstenbelasting,JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
25,,,,,,"Eerst u, dan de minister: Evaluatie van de voorlichtingscampagne voor de verstedelijkingsnota",JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
26,,,,,,Elk kent de laan die derwaart gaat. Rapport nr. 3 van de Commissie Hoofdstructuur Rijksdienst,JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
27,"Folmer, H.","Oosterhaven, J.",,,,Measurement and Employment Effects of Dutch Regional Socio-economic Policy,JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
28,,,,,,Gewubd en gewogen: Rapport van de Commissie voor de bestuurshervorming ex artikel 56 WUB,JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
29,"Glasbergen, P.","Simonis, J. B. D.",,,,Ruimtelijk beleid in de verzorgingstaat,JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
30,"Grotenhuis, A. L. J.",,,,,Belastingfraude in the Nederland: Het Rapport van Bijsterveld: Feiten en meningen,JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
31,"Honigh, M.",,,,,Succes en falen van overheidsbeleid,JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
32,"Hood, C. C.",,,,,The Limits of Administration,JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
33,"Hoogerwerf, A.",,,,,Effecten van overheidsbeleid,JOUR,"Hoogerwerf, Andries",,,,,,,,,,The anatomy of collective failure in the Netherlands,New Directions for Program Evaluation,1985,25,0164-7989,https://doi.org/10.1002/ev.1385,47,60
