,AU1_r,AU2_r,AU3_r,AU4_r,AU5_r,TI_r,TY,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,TI,JO,VL,IS,SN,DO,SP,EP
0,"Kaufman, R. A.",,,,,Educational Systems Planning,JOUR,"Scriven, Michael","Roth, Jane",,,,,,,,,Needs assessment: Concept and practice,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1196,1,11
1,"Roth, J.",,,,,Needs and the Needs Assessment Process,JOUR,"Scriven, Michael","Roth, Jane",,,,,,,,,Needs assessment: Concept and practice,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1196,1,11
2,"Scriven, M.","Roth, J.",,,,Needs Assessment,JOUR,"Scriven, Michael","Roth, Jane",,,,,,,,,Needs assessment: Concept and practice,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1196,1,11
3,"Baldwin, F. I.",,,,,The I Ching and Policy Analysis: A Proposal for Developing Oracular Capability in Public Administration,JOUR,"Datta, Lois-Ellin",,,,,,,,,,Front-end analysis: Pegasus or shank's mare?,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1197,13,30
4,"Berk, R. A.","Rossi, P. H.",,,,Doing Good or Worse: Evaluation Research Politically Reexamined,JOUR,"Datta, Lois-Ellin",,,,,,,,,,Front-end analysis: Pegasus or shank's mare?,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1197,13,30
5,"Drewes, D. W.","Katz, D. S.",,,,Manpower Data and Vocational Education: A National Study of Availability and Use,JOUR,"Datta, Lois-Ellin",,,,,,,,,,Front-end analysis: Pegasus or shank's mare?,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1197,13,30
6,"Fairweather, G. W.","Sanders, D.","Tornatzky, L. G.",,,Creating Change in Mental Health Organizations,JOUR,"Datta, Lois-Ellin",,,,,,,,,,Front-end analysis: Pegasus or shank's mare?,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1197,13,30
7,"Greenhouse, C.",,,,,The Feasibility of Feasibility Testing: Observations from the Portland WIN Voucher Test,JOUR,"Datta, Lois-Ellin",,,,,,,,,,Front-end analysis: Pegasus or shank's mare?,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1197,13,30
8,"Griffith, W. S.",,,,,"Educational Needs: Definition, Assessment and Application",JOUR,"Datta, Lois-Ellin",,,,,,,,,,Front-end analysis: Pegasus or shank's mare?,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1197,13,30
9,"Henderson, H.",,,,,Creating Alternative Futures,JOUR,"Datta, Lois-Ellin",,,,,,,,,,Front-end analysis: Pegasus or shank's mare?,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1197,13,30
10,"Heyneman, S. P.",,,,,"Regional Disparity in Educational Development: What To Do About It, What Not To Do About It, and Why",JOUR,"Datta, Lois-Ellin",,,,,,,,,,Front-end analysis: Pegasus or shank's mare?,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1197,13,30
11,"Hull, W. L.","Wells, R. L.",,,,Innovations Evaluation Guide,JOUR,"Datta, Lois-Ellin",,,,,,,,,,Front-end analysis: Pegasus or shank's mare?,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1197,13,30
12,"Hull, W. L.","Wells, R. L.",,,,,JOUR,"Datta, Lois-Ellin",,,,,,,,,,Front-end analysis: Pegasus or shank's mare?,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1197,13,30
13,"Kiresuk, R. J.","Lund, S. H.","Schultz, S.","Larsen, N.E.",,Translating Theory into Practice: Change Research at the Program Evaluation Research Center,JOUR,"Datta, Lois-Ellin",,,,,,,,,,Front-end analysis: Pegasus or shank's mare?,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1197,13,30
14,"McGowan, E. F.","Cohen, D.",,,,Rational Fantasies: The Implementation of Innovative Federal Programs in Education,JOUR,"Datta, Lois-Ellin",,,,,,,,,,Front-end analysis: Pegasus or shank's mare?,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1197,13,30
15,"McLaughlin, M.",,,,,,JOUR,"Datta, Lois-Ellin",,,,,,,,,,Front-end analysis: Pegasus or shank's mare?,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1197,13,30
16,"Nay, J. N.","Scanlon, J. W.","Schmidt, R. E.","Wholey, J. S.",,The Evaluation of Social Programs,JOUR,"Datta, Lois-Ellin",,,,,,,,,,Front-end analysis: Pegasus or shank's mare?,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1197,13,30
17,"Theobald, R.",,,,,Beyond Despair,JOUR,"Datta, Lois-Ellin",,,,,,,,,,Front-end analysis: Pegasus or shank's mare?,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1197,13,30
18,"Waldo, G. P.","Chiricos, T. G.",,,,Work Release and Recidivism: An Empirical Evaluation of a Social Policy,JOUR,"Datta, Lois-Ellin",,,,,,,,,,Front-end analysis: Pegasus or shank's mare?,New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1197,13,30
19,,,,,,"National Day Care Study: First Annual Report, 1974–1975",JOUR,"Bryk, Anthony S.",,,,,,,,,,"Evaluating program impact: A time to cast away stones, a time to gather stones together",New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1198,31,58
20,,,,,,Education as Experimentation: A Planned Variation Model,JOUR,"Bryk, Anthony S.",,,,,,,,,,"Evaluating program impact: A time to cast away stones, a time to gather stones together",New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1198,31,58
21,,,,,,Statistical Methods for Bias-Reduction in Comparative Studies,JOUR,"Bryk, Anthony S.",,,,,,,,,,"Evaluating program impact: A time to cast away stones, a time to gather stones together",New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1198,31,58
22,"Bertalanffy, L.",,,,,"General System Theory: Foundations, Development and Applications",JOUR,"Bryk, Anthony S.",,,,,,,,,,"Evaluating program impact: A time to cast away stones, a time to gather stones together",New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1198,31,58
23,"Bryk, A. S.",,,,,Statistical Methods for Bias-Reduction in Comparative Studies,JOUR,"Bryk, Anthony S.",,,,,,,,,,"Evaluating program impact: A time to cast away stones, a time to gather stones together",New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1198,31,58
24,"Bryk, A. S.","Weisberg, H. I.",,,,Use of the Nonequivalent Control Group Design When Subjects Are Growing,JOUR,"Bryk, Anthony S.",,,,,,,,,,"Evaluating program impact: A time to cast away stones, a time to gather stones together",New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1198,31,58
25,"Bryk, A. S.","Weisberg, H. I.",,,,Towards an Alternative Paradigm for Evaluating Individualized Demonstration Programs,JOUR,"Bryk, Anthony S.",,,,,,,,,,"Evaluating program impact: A time to cast away stones, a time to gather stones together",New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1198,31,58
26,"Bryk, A. S.","Wohlleb, C.","Malson, M.","Mathis, M.",,The Evaluation Primer,JOUR,"Bryk, Anthony S.",,,,,,,,,,"Evaluating program impact: A time to cast away stones, a time to gather stones together",New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1198,31,58
27,"Cain, G. G.",,,,,Evaluation and Experiment,JOUR,"Bryk, Anthony S.",,,,,,,,,,"Evaluating program impact: A time to cast away stones, a time to gather stones together",New Directions for Program Evaluation,1978,1,0164-7989,https://doi.org/10.1002/ev.1198,31,58
