,AU1_r,AU2_r,AU3_r,AU4_r,AU5_r,TI_r,TY,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,TI,JO,VL,IS,SN,DO,SP,EP
0,"Albin, R. S.",,,,,Psychological Studies of Rape,JOUR,"Caplan, Nathan",,,,,,,,,,What do we know about knowledge utilization?,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1231,1,10
1,"Brodsky, S. L.","Klemmack, S. H.",,,,Simulation and Baseline Research in Rape Prevention,JOUR,"Caplan, Nathan",,,,,,,,,,What do we know about knowledge utilization?,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1231,1,10
2,"Campbell, D. T.",,,,,Social Research and Public Policy,JOUR,"Caplan, Nathan",,,,,,,,,,What do we know about knowledge utilization?,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1231,1,10
3,"Deutsch, M.","Horstein, H.",,,,"Applying Social Psychology: Implications for Research, Practice and Training",JOUR,"Caplan, Nathan",,,,,,,,,,What do we know about knowledge utilization?,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1231,1,10
4,"Lingwood, D. A.",,,,,Producing Usable Research: The First Step in Dissemination,JOUR,"Caplan, Nathan",,,,,,,,,,What do we know about knowledge utilization?,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1231,1,10
5,,,,,,Social and Behavioral Science Programs in the National Science Foundation,JOUR,"Caplan, Nathan",,,,,,,,,,What do we know about knowledge utilization?,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1231,1,10
6,,,,,,The Federal Investment in Knowledge of Social Problems,JOUR,"Caplan, Nathan",,,,,,,,,,What do we know about knowledge utilization?,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1231,1,10
7,,,,,,"Adapting Science to Social Needs: Know-Institutions, People Into Action",JOUR,"Caplan, Nathan",,,,,,,,,,What do we know about knowledge utilization?,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1231,1,10
8,"Staines, G. L.","Quinn, R. P.","Shepard, L. J.",,,Trends and Objectives and Subjective Sex Discrimination in Occupations 1969–1973,JOUR,"Caplan, Nathan",,,,,,,,,,What do we know about knowledge utilization?,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1231,1,10
9,"Von Hentig, H.",,,,,Remarks on Interaction of Perpetrator and Victim,JOUR,"Caplan, Nathan",,,,,,,,,,What do we know about knowledge utilization?,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1231,1,10
10,"Von Hentig, H.",,,,,The Criminal and His Victim,JOUR,"Caplan, Nathan",,,,,,,,,,What do we know about knowledge utilization?,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1231,1,10
11,"Green, T.",,,,,The Activities of Teaching,JOUR,"Wise, Robert I.",,,,,,,,,,The evaluator as educator,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1232,11,18
12,"Rossi, P. H.","Wright, J. D.","Wright, S. R.",,,The Theory and Practice of Applied Social Research,JOUR,"Wise, Robert I.",,,,,,,,,,The evaluator as educator,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1232,11,18
13,"Scheffler, I.",,,,,The Language of Education,JOUR,"Wise, Robert I.",,,,,,,,,,The evaluator as educator,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1232,11,18
14,"Scriven, M.",,,,,School Evaluation: The Politics and Process,JOUR,"Wise, Robert I.",,,,,,,,,,The evaluator as educator,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1232,11,18
15,"Stufflebeam, D. L.",,,,,Education Evaluation and Decision-Making in Education,JOUR,"Wise, Robert I.",,,,,,,,,,The evaluator as educator,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1232,11,18
16,"Wolf, R. M.",,,,,Evaluation in Education,JOUR,"Wise, Robert I.",,,,,,,,,,The evaluator as educator,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1232,11,18
17,"Alkin, M. C.","Daillak, R.","White, P.",,,Using Evaluations: Does Evaluation Make a Difference?,JOUR,"Alkin, Marvin C.",,,,,,,,,,Naturalistic study of evaluation utilization,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1233,19,28
18,"Alkin, M. C.","Fitz-Gibbon, C. T.",,,,Methods and Theories of Evaluating Programs,JOUR,"Alkin, Marvin C.",,,,,,,,,,Naturalistic study of evaluation utilization,New Directions for Program Evaluation,1980,5,0164-7989,https://doi.org/10.1002/ev.1233,19,28
