,AU1_r,AU2_r,AU3_r,AU4_r,AU5_r,TI_r,TY,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,TI,JO,VL,IS,SN,DO,SP,EP
0,"Bradburn, N. M.","Sudman, S.",,,,Improving Interview Method and Questionnaire Design: Response Effects to Threatening Questions in Survey Research,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
1,"Dillman, D. A.","Christenson, J. A.","Carpenter, E. H.","Brooks, R. M.",,Increasing Mail Questionnaire Response: A Four-State Comparison,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
2,"Dillman, D.",,,,,Mail and Telephone Surveys: The Total Design Method,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
3,"Grant, S.","Carvell, R.",,,,A Survey of Elementary School Principals and Teachers: Teacher Evaluation Criteria,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
4,"Heberlein, T. A.","Baumgartner, R.",,,,Factors Affecting Response Rates to Mailed Questionnaires: A Quantitative Analysis of the Published Literature,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
5,"Kowalski, J. P. S.",,,,,Evaluating Teacher Performance,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
6,"Lockhart, D. C.","Russo, J. R.",,,,The Effect of Length of Questionnaire and Type of Follow-Up on the Return Rate of a Mailed Questionnaire,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
7,"Lower, M. A.","Altschuld, J. W.",,,,A Study of Attitudes and Perceptions of the Evaluation of Teaching,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
8,"McColskey, W. H.",,,,,Identifying Predictors of Information Utilization by Secondary School Principals,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
9,,,,,,Evaluation of Classroom Teachers,JOUR,"Altschuld, James W.","Lower, Michael A.",,,,,,,,,Improving mailed questionnaires: Analysis of a 96 percent return rate,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1356,5,18
