,AU1_r,AU2_r,AU3_r,AU4_r,AU5_r,TI_r,TY,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,TI,JO,VL,IS,SN,DO,SP,EP
0,"Anderson, S. B.","Ball, S.",,,,The Profession and Practice of Program Evaluation,JOUR,"Cline, Hugh F.","Sinnott, Loraine T.",,,,,,,,,What can we learn about change in organizations?,New Directions for Program Evaluation,1981,9,0164-7989,https://doi.org/10.1002/ev.1266,1,19
1,"Jahoda, M.",,,,,Research Methods in Social Relations,JOUR,"Cline, Hugh F.","Sinnott, Loraine T.",,,,,,,,,What can we learn about change in organizations?,New Directions for Program Evaluation,1981,9,0164-7989,https://doi.org/10.1002/ev.1266,1,19
2,"March, J. C.",,,,,Handbook of Organizations,JOUR,"Cline, Hugh F.","Sinnott, Loraine T.",,,,,,,,,What can we learn about change in organizations?,New Directions for Program Evaluation,1981,9,0164-7989,https://doi.org/10.1002/ev.1266,1,19
3,"Nielen, G. C.",,,,,Education and Large Information Systems,JOUR,"Cline, Hugh F.","Sinnott, Loraine T.",,,,,,,,,What can we learn about change in organizations?,New Directions for Program Evaluation,1981,9,0164-7989,https://doi.org/10.1002/ev.1266,1,19
4,"Becker, G. S.",,,,,A Theory of the Allocation of Time,JOUR,"Levine, Victor",,,,,,,,,,The role of outcomes in cost-benefit evaluation,New Directions for Program Evaluation,1981,9,0164-7989,https://doi.org/10.1002/ev.1267,21,40
5,"Becker, G. S.",,,,,Human Capital,JOUR,"Levine, Victor",,,,,,,,,,The role of outcomes in cost-benefit evaluation,New Directions for Program Evaluation,1981,9,0164-7989,https://doi.org/10.1002/ev.1267,21,40
6,"Ben-Porath, Y.",,,,,The Production of Human Capital and the Lifecycle of Earnings,JOUR,"Levine, Victor",,,,,,,,,,The role of outcomes in cost-benefit evaluation,New Directions for Program Evaluation,1981,9,0164-7989,https://doi.org/10.1002/ev.1267,21,40
7,"Cain, G. C.",,,,,The Challenge of Segmented Labor Market Theories to Orthodox Theory: A Survey,JOUR,"Levine, Victor",,,,,,,,,,The role of outcomes in cost-benefit evaluation,New Directions for Program Evaluation,1981,9,0164-7989,https://doi.org/10.1002/ev.1267,21,40
8,"Dasgupta, P.","Sen, A.","Marglin, S.",,,Guidelines for Project Evaluation,JOUR,"Levine, Victor",,,,,,,,,,The role of outcomes in cost-benefit evaluation,New Directions for Program Evaluation,1981,9,0164-7989,https://doi.org/10.1002/ev.1267,21,40
9,"Gittinger, J. P.",,,,,Economic Analysis of Agricultural Projects,JOUR,"Levine, Victor",,,,,,,,,,The role of outcomes in cost-benefit evaluation,New Directions for Program Evaluation,1981,9,0164-7989,https://doi.org/10.1002/ev.1267,21,40
10,"Grossman, M.",,,,,On the Concept of Health Capital and the Demand for Health,JOUR,"Levine, Victor",,,,,,,,,,The role of outcomes in cost-benefit evaluation,New Directions for Program Evaluation,1981,9,0164-7989,https://doi.org/10.1002/ev.1267,21,40
11,"Henderson, J. M.","Quandt, R. E.",,,,Microeconomic Theory: A Mathematical Approach,JOUR,"Levine, Victor",,,,,,,,,,The role of outcomes in cost-benefit evaluation,New Directions for Program Evaluation,1981,9,0164-7989,https://doi.org/10.1002/ev.1267,21,40
